% 
% 
@RELATION Moments 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE class {C11, C10, C02, C13, C01, C12, C04, C15, C03, C14, C06, C17, C05, C16, C08, C19, C07, C18, C09} 

@DATA 
100.99259314308362,46.09659424037652,0.1840644400835394,-0.5714484693643986,C01
84.30619963007003,43.36499403881818,-0.14726424553268963,-0.8107632254916775,C01
102.62912042541947,48.840222053039774,0.41887963117680904,-0.010682666515071215,C01
88.32952668780553,43.139572946503186,-0.30117632995210936,-0.8209156542246343,C01
110.41627857048488,47.12789493354139,-0.1682830473039062,-0.6169132112175082,C01
63.58346338684106,51.49567017064356,0.745675802918913,-0.5797347092907144,C01
113.15439622142952,48.55939921684947,-0.09467411949863723,-0.6803114350452701,C01
115.90382646320518,44.42869096486133,-0.1753301082208017,-0.4271163735773609,C01
112.16252972651606,40.39347583967718,-0.27428674209489035,-0.12266766863316692,C01
83.5515672479852,39.6219009033231,0.3975296766453257,0.5450001970954657,C01
114.49137931034483,39.11347456720536,-0.006080323743325566,0.07393391003980332,C01
120.69174428590303,47.69664174065499,0.20660204794666728,-0.039906878378837884,C01
89.08307735500065,40.22085457716488,-0.11214303900761335,-0.8295264717779607,C01
94.13089575901704,45.27752251656175,-0.18331430964429396,-0.798219753114747,C01
99.17419738406659,40.81520493232175,-0.057811243575500944,-0.2897095926463922,C01
121.27157649623464,46.55273060829663,0.11204219093623881,-0.09035697628785977,C01
84.482444840798,38.07486189222968,0.2354416748430166,0.25037053902849893,C01
88.15162174659797,40.4571951230179,-0.07626819783120273,-0.8087819254855555,C01
106.12883141762453,55.55949336574184,-0.4484030500899502,-1.2848252360852286,C01
104.95228068437046,41.36437152924888,-0.01922651361115238,-0.23788988367980535,C01
80.27162604042806,45.50513475527855,-0.11637578836636545,-1.006724912208835,C01
101.1166930902365,50.31927565982359,-0.05478342982043572,-0.5076994833663435,C01
112.66619599682917,36.47490497529777,-0.19327625815637503,-0.09003139751214739,C01
99.13518133174792,48.344730840715755,-0.25445500217261163,-1.114370412471414,C01
112.38547859690844,46.67062471270037,0.26695629791027714,-0.007220171072261472,C01
91.10539701413661,44.51439946629653,0.149973344895981,-0.5940100395885191,C01
86.04250891795482,45.111205111401034,0.06377177608671662,-0.9827240264860548,C01
101.71928260007927,56.28015509634691,0.11210809024365688,-0.8522431058118163,C01
62.61366057273088,52.50861037799642,0.808656626329806,-0.27670315475578233,C01
105.47341954022988,47.95877619281949,-0.05068821068642024,-0.21314266606180032,C01
121.91968886246532,46.02181589377704,0.06776302536800588,-0.13687912058576668,C01
81.9659074019025,53.718087807983885,0.418388305330557,-0.463441844374191,C01
