% 
% 
@RELATION PHOG 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE class {C11, C10, C02, C13, C01, C12, C04, C15, C03, C14, C06, C17, C05, C16, C08, C19, C07, C18, C09} 

@DATA 
0.22979327590756615,0.26009375158871706,0.30394678606965275,0.3552005838822668,0.3860485827819322,0.4081676646082193,0.30401177715843464,0.21487219862429408,0.07305434204836112,0.07658128131379358,0.08942967381338608,0.10250134753327306,0.11613891654991935,0.1074553629881154,0.09365391757603508,0.07342327582092377,0.062365950148037176,0.07401887698875372,0.09305631907789105,0.11099653229227108,0.12251787823562153,0.09999130493981147,0.07126637243007089,0.05304491580358066,0.0476440597405136,0.05557695306618505,0.05874526895806101,0.05918543116080428,0.06048415809917435,0.12729496532034446,0.07467582976240798,0.040359495085452335,0.04672892397065783,0.053916640219978856,0.06271552422031425,0.08251727289592634,0.08690762989720585,0.07342603135995689,0.0644156573899159,0.04804451191433889,C01
0.25083304446907984,0.24747888990800881,0.27862648979956534,0.4853194877301215,0.3401476421139411,0.22555346883516053,0.24936847288533961,0.3416233724055415,0.05848550115635824,0.07553879700860126,0.07908547269416001,0.0778812835004793,0.07199069387911602,0.06574900199957633,0.05310288301208176,0.046616350895550045,0.06232317422136374,0.05038449035785424,0.06963637302764626,0.07538686252308177,0.07011817549350159,0.05503044905741124,0.06812874686926483,0.11666257741635168,0.048149378274621096,0.06083969375865102,0.06801170231730685,0.13171785659108529,0.08146027475672346,0.05565105272927427,0.05594913066292903,0.0354325142850486,0.08187499081674518,0.06071590878289751,0.06189294176045029,0.2003334851155028,0.11657849798459921,0.0491229650488903,0.07218771234106194,0.1429119298085922,C01
0.26688746414499714,0.27706633746462006,0.25477075347158196,0.30734383427651035,0.4241966959925051,0.34960688573011395,0.3049338138068502,0.299298819838785,0.06064108765031517,0.07278023723069144,0.07443289859913496,0.08138533211053958,0.10159085243200683,0.09711884373577745,0.07841559430544126,0.05720650758729292,0.06036342307370639,0.06501621395626714,0.06394387728222341,0.08642466686479762,0.08820173580485437,0.07573103647588672,0.08656237480110092,0.09811911022979279,0.04636035140085786,0.0465737206281303,0.04408887770538448,0.06838393668510667,0.14076340812329538,0.0797717206892555,0.043725134987919786,0.041059385322536335,0.09952260202012012,0.09269616564952954,0.0723050998848389,0.07114989861607134,0.09364069963233856,0.0969852848291923,0.09623070971238444,0.10291381669916441,C01
0.5942490884879724,0.2403407032173001,0.236930673422975,0.2525386365715762,0.2508805658833889,0.23415214263846598,0.23684446767630835,0.25037044734866687,0.25813784890502056,0.06229159891527586,0.06402189756375795,0.05719072664314585,0.053835796141874226,0.04863669952954718,0.056060299078692796,0.0731657517096022,0.0536619316780106,0.06560222959802836,0.07772156726747385,0.09369540996748475,0.09631742675495453,0.08084458316536383,0.06873138013246416,0.05413204956627932,0.22527788135307564,0.05744628488189475,0.04643191593295762,0.039763534534118294,0.03438220512245842,0.04556997212251327,0.04551983875731363,0.05878567850004698,0.05717142655185457,0.0550005898220975,0.04875529265878613,0.06188896542682738,0.06634513786410522,0.059100887821037715,0.06653294970783447,0.06428696757274348,C01
0.25054813133897536,0.2827332500698886,0.31966179900090375,0.39024888015847325,0.3954949300081897,0.31940227653313014,0.2766296680787293,0.25238429685142566,0.07087023230433648,0.0866110061124224,0.10051690862042129,0.11678375616376865,0.11366240592145141,0.0972121180423801,0.08143424083091601,0.07613997439496067,0.060302297991879,0.07299141088264945,0.09470435726515436,0.11194422974586649,0.10611904156104829,0.08516201520301782,0.08090513841691001,0.06666730622415575,0.05616179465809341,0.06399485537727531,0.06609529740463538,0.08240550528573633,0.0824564960039784,0.06692752717686688,0.06075569055153296,0.06205745642360356,0.06321380638466861,0.059135977697539845,0.058345235710691466,0.07911538896310988,0.09325698652170643,0.07010061611086736,0.0535345982793657,0.04751955980870965,C01
0.22498584095742982,0.19543581271777305,0.22475435198801336,0.5234739782358885,0.4894056700827633,0.2252894679218364,0.20199088386237943,0.1586897201647286,0.037017808438508666,0.04377333872387926,0.05107664739264024,0.08418698651566761,0.13674673419076033,0.07068809758875791,0.04219224775291407,0.02801391446361005,0.04581663719974011,0.027737580037661167,0.02704655414800557,0.04635665303373193,0.07012318056180125,0.03183642988204181,0.028004599139883197,0.022768198143565045,0.07888035115566333,0.06882173134156978,0.08080526915097415,0.2567662520298634,0.178494851448692,0.062115851885115196,0.06952674030234408,0.06024038286026842,0.063271044163526,0.055103162614660896,0.06582588129638772,0.1361640866566125,0.1040409038814811,0.06064908856591743,0.062267296667225636,0.04766722469728836,C01
0.221797387228882,0.2632198309842341,0.3115486555597796,0.3969047483074747,0.4350772205865232,0.34457775764092313,0.2602846139151727,0.21251857343973965,0.0660875947685444,0.07712814730253333,0.10056810006738347,0.12454022728962688,0.13245740674321604,0.1007892850616403,0.07659689479635845,0.06564834509505045,0.05022572760875583,0.07364392993694657,0.09151974765431382,0.11842770885397867,0.12648972247826357,0.09830810938509763,0.06994522272018594,0.06058353057192461,0.056172603998226094,0.058355667748332556,0.06209425264592888,0.07680764062086397,0.07913776967885873,0.06291274727294785,0.05237147014441955,0.04402708504629071,0.049311460853358004,0.05409208599641991,0.0573665551921521,0.07712917154300872,0.09699232168618849,0.08256761592123817,0.06137102625420703,0.04225961272647638,C01
0.2368857586294477,0.2790669126135671,0.32969354062319256,0.414598789986281,0.3935608527982703,0.30261685187501747,0.27297612424357587,0.24483364238396585,0.05979358330624863,0.08320175615945004,0.10387785108715537,0.12644252815848722,0.10824132150843653,0.0821268659038753,0.0827070007366057,0.07193169485683473,0.06376299424512132,0.07526305038857423,0.09675625191107816,0.12687151269238317,0.11055278019387885,0.080786621334536,0.07533450018108276,0.05807508990749426,0.05739103645520667,0.06942197472002759,0.07280001065809011,0.08716121499321548,0.0845073305327445,0.06561371429003612,0.05726710340143639,0.06267472790940593,0.05593814462287359,0.051180131345511186,0.05625942696686936,0.07412353414220657,0.0902594205631988,0.07408965034657239,0.05766751992444749,0.05215212971023304,C01
0.21814969139562396,0.26446718868074354,0.33913090723564043,0.4432249888996729,0.41543746287192007,0.30110613431872474,0.23879615147372152,0.2103980945945318,0.061417862069425094,0.07713870223578576,0.10119814577044492,0.1315823474876117,0.12631244876886957,0.08649278487974647,0.06849460781750412,0.06293447542769763,0.05173097241588224,0.07547617970993592,0.09952170684127246,0.13288408477489594,0.1296003933339324,0.0994986721074478,0.07361183319213305,0.06073121015699753,0.05202272355179031,0.055735220696671556,0.07288682396647941,0.09324294128653977,0.0728702028044409,0.05234592511253735,0.045029990250342614,0.03999333405236669,0.05297813335852914,0.05611708603834719,0.06552423065744012,0.08551561535063537,0.08665441796467613,0.06276875221899379,0.051659720213739886,0.046739074957472856,C01
0.3260843930755297,0.28930002750342887,0.2995686176248363,0.3580153787175543,0.3676615463401646,0.3090643883918064,0.29025297853232146,0.26537030236925674,0.09171794235734759,0.08009587283933775,0.09034360723774416,0.11739802142054202,0.12512821134457114,0.09696324095072557,0.0749696048798882,0.07265380323798679,0.05581201380245885,0.06205631354554533,0.0721635057595416,0.0825038831162233,0.0837111263223964,0.06145818511584504,0.06611538449302994,0.0711637189309068,0.11995973795965333,0.0887884568817407,0.07835802828622249,0.07954511029362053,0.07532149408238722,0.08331560264608319,0.09355406583556065,0.07105723745619145,0.05859469895606532,0.05835938423680091,0.05870347634132331,0.07856836388718595,0.08350071459080316,0.06732735967915181,0.055613923323841075,0.05049554274417672,C01
