% 
% 
@RELATION Tamura 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE class {C02, C01, C03} 

@DATA 
3.1669921875,4.760411017367884,2764.0,68.0,20.0,39.0,16.0,14.0,20.0,553.0,65.0,14.0,21.0,24.0,16.0,20.0,29.0,161.0,C02
2.59130859375,4.111731425003104,3033.0,58.0,27.0,38.0,23.0,18.0,16.0,237.0,202.0,33.0,22.0,25.0,18.0,17.0,15.0,62.0,C02
2.9296875,3.536046330856256,3047.0,19.0,13.0,34.0,22.0,19.0,63.0,249.0,25.0,18.0,15.0,21.0,17.0,19.0,84.0,179.0,C02
2.35693359375,2.780326740159783,3248.0,92.0,40.0,42.0,26.0,17.0,15.0,148.0,77.0,29.0,21.0,21.0,18.0,9.0,17.0,24.0,C02
2.48681640625,2.811627633051078,3241.0,16.0,21.0,17.0,14.0,10.0,12.0,162.0,102.0,25.0,23.0,25.0,18.0,21.0,30.0,107.0,C02
2.4755859375,2.5794865753017957,3305.0,16.0,18.0,28.0,17.0,16.0,19.0,143.0,23.0,15.0,9.0,20.0,19.0,23.0,37.0,136.0,C02
2.46875,2.2086464736164397,3391.0,18.0,18.0,19.0,17.0,6.0,14.0,175.0,44.0,15.0,11.0,22.0,14.0,18.0,20.0,42.0,C02
3.12939453125,4.450859398732436,2940.0,56.0,31.0,44.0,30.0,32.0,113.0,430.0,34.0,8.0,14.0,21.0,15.0,16.0,21.0,39.0,C02
2.5625,3.559409412202992,3110.0,62.0,40.0,42.0,26.0,24.0,28.0,239.0,115.0,25.0,21.0,22.0,17.0,10.0,17.0,46.0,C02
2.85888671875,4.3356065353560185,2653.0,13.0,9.0,53.0,56.0,104.0,192.0,207.0,21.0,10.0,16.0,50.0,69.0,104.0,173.0,114.0,C02
2.85302734375,4.6553963262037925,2990.0,37.0,22.0,29.0,15.0,18.0,16.0,455.0,96.0,26.0,12.0,14.0,15.0,14.0,15.0,70.0,C02
2.6591796875,3.6510023557314915,3125.0,84.0,42.0,54.0,23.0,11.0,19.0,226.0,56.0,20.0,20.0,29.0,13.0,17.0,18.0,87.0,C02
2.97705078125,3.8926316569214023,2853.0,28.0,25.0,34.0,29.0,30.0,94.0,361.0,26.0,13.0,17.0,28.0,19.0,19.0,40.0,228.0,C02
2.7783203125,4.097307205773265,3007.0,105.0,32.0,37.0,23.0,16.0,15.0,36.0,237.0,103.0,55.0,68.0,21.0,13.0,9.0,67.0,C02
2.80419921875,4.160767912040833,2742.0,13.0,16.0,36.0,33.0,29.0,136.0,374.0,18.0,16.0,12.0,30.0,26.0,36.0,73.0,254.0,C02
2.90966796875,4.60047059197847,2820.0,62.0,23.0,29.0,20.0,23.0,33.0,501.0,77.0,9.0,14.0,25.0,23.0,27.0,26.0,132.0,C02
2.9501953125,4.3561607985121205,2689.0,21.0,22.0,34.0,23.0,31.0,79.0,480.0,26.0,16.0,18.0,24.0,16.0,23.0,30.0,312.0,C02
2.8203125,4.018776040657944,3006.0,6.0,12.0,21.0,21.0,24.0,61.0,341.0,21.0,18.0,12.0,19.0,13.0,14.0,21.0,234.0,C02
